date,days_ago,wpm,acc,rawWpm,consistency
2024-07-22,445,86.96,100.0,86.96,75.93
2024-07-23,444,107.94,100.0,107.94,65.9
2024-07-24,443,93.85,93.62,105.02,73.0
2024-07-25,442,91.93,95.92,104.75,73.61
2024-07-26,441,73.19,91.67,78.18,54.41
2024-07-27,440,82.4,88.0,111.36,74.39
2024-07-28,439,78.49,96.0,85.31,57.89
2024-07-29,438,75.35,88.33,75.35,47.7
2024-07-30,437,81.81,86.54,114.97,65.61
2024-07-31,436,86.0,92.59,86.0,63.54
2024-08-01,435,69.49,76.6,130.64,68.02
2024-08-02,434,97.61,100.0,97.61,82.32
2024-08-03,433,73.64,88.68,85.62,58.05
2024-08-04,432,69.92,90.32,81.83,46.96
2024-08-05,431,105.76,95.45,119.32,66.76
2024-08-06,430,79.56,90.7,85.84,72.5
2024-08-07,429,102.44,96.15,102.44,74.71
2024-08-08,428,98.42,94.23,108.89,84.27
2024-08-09,427,87.37,94.0,101.6,80.71
2024-08-10,426,117.65,100.0,117.65,80.23
2024-08-11,425,100.06,100.0,100.06,75.04
2024-08-12,424,88.53,100.0,88.53,55.28
2024-08-13,423,67.91,95.35,75.06,47.34
2024-08-14,422,83.01,90.74,94.08,78.59
2024-08-15,421,99.76,100.0,99.76,69.85
2024-08-16,420,94.24,91.23,106.02,50.78
2024-08-17,419,106.0,100.0,106.0,63.11
2024-08-18,418,109.32,100.0,109.32,85.36
2024-08-19,417,97.58,88.89,125.46,65.46
2024-08-20,416,65.32,86.27,111.04,67.98
2024-08-21,415,72.56,91.23,86.45,72.57
2024-08-22,414,108.28,100.0,108.28,74.11
2024-08-23,413,81.76,96.3,81.76,57.64
2024-08-24,412,96.11,96.72,96.11,63.54
2024-08-25,411,107.75,93.75,123.14,89.95
2024-08-26,410,71.63,88.89,71.63,51.4
2024-08-27,409,99.41,97.87,111.25,58.72
2024-08-28,408,75.32,79.25,99.75,56.05
2024-08-29,407,87.76,91.67,99.57,61.15
2024-08-30,406,99.81,94.34,115.0,84.48
2024-08-31,405,101.09,93.62,113.12,84.15
2024-09-01,404,79.58,90.57,79.58,42.34
2024-09-02,403,99.62,81.25,140.64,58.05
2024-09-03,402,71.11,90.57,92.99,53.24
2024-09-04,401,86.33,98.0,86.33,72.51
2024-09-05,400,86.19,96.23,97.43,52.79
2024-09-06,399,96.76,96.23,96.76,58.35
2024-09-07,398,67.53,90.38,77.18,34.94
2024-09-08,397,72.99,96.15,86.26,70.21
2024-09-09,396,61.1,86.21,74.38,52.67
2024-09-10,395,70.57,94.55,76.33,56.78
2024-09-11,394,70.86,98.46,70.86,61.08
2024-09-12,393,63.86,91.23,72.99,60.75
2024-09-13,392,64.26,100.0,64.26,60.02
2024-09-14,391,76.62,94.55,86.01,82.29
2024-09-15,390,75.81,98.33,75.81,55.95
2024-09-16,389,58.15,94.23,58.15,57.64
2024-09-17,388,77.86,98.0,77.86,75.02
2024-09-18,387,94.72,100.0,94.72,75.79
2024-09-19,386,60.63,94.23,60.63,52.49
2024-09-20,385,68.38,100.0,68.38,72.72
2024-09-21,384,80.23,100.0,80.23,63.07
2024-09-22,383,81.98,100.0,81.98,67.69
2024-09-23,382,75.58,98.21,82.99,54.11
2024-09-24,381,59.28,85.71,59.28,54.4
2024-09-25,380,78.01,95.92,86.87,72.73
2024-09-26,379,62.61,96.67,62.61,60.4
2024-09-27,378,92.07,100.0,92.07,70.72
2024-09-28,377,81.85,100.0,81.85,63.95
2024-09-29,376,74.83,95.59,83.56,65.42
2024-09-30,375,64.32,96.08,64.32,63.38
2024-10-01,374,64.3,81.48,87.98,50.55
2024-10-02,373,81.39,96.67,93.91,81.72
2024-10-03,372,89.25,98.33,89.25,65.42
2024-10-04,371,80.91,93.33,95.81,88.71
2024-10-05,370,78.08,94.12,90.51,80.22
2024-10-06,369,75.17,94.34,88.53,70.83
2024-10-07,368,101.93,100.0,101.93,88.51
2024-10-08,367,67.02,84.62,97.34,61.73
2024-10-09,366,73.15,92.59,80.93,54.49
2024-10-10,365,99.19,87.23,116.55,82.69
2024-10-11,364,87.96,100.0,87.96,64.66
2024-10-12,363,90.41,93.75,90.41,68.88
2024-10-13,362,95.21,93.88,95.21,72.58
2024-10-14,361,100.92,100.0,100.92,54.41
2024-10-15,360,90.69,96.15,90.69,52.21
2024-10-16,359,91.3,93.88,91.3,58.21
2024-10-17,358,99.67,98.21,99.67,74.78
2024-10-18,357,107.63,95.83,107.63,59.2
2024-10-19,356,110.21,100.0,110.21,71.77
2024-10-20,355,96.89,95.83,96.89,83.71
2024-10-21,354,87.97,91.23,100.54,61.17
2024-10-22,353,23.44,77.55,26.79,0.76
2024-10-23,352,89.27,90.0,114.44,61.65
2024-10-24,351,104.85,100.0,104.85,73.28
2024-10-25,350,72.13,88.46,72.13,57.93
2024-10-26,349,62.23,89.06,62.23,70.85
2024-10-27,348,82.59,93.75,82.59,68.37
2024-10-28,347,85.01,96.43,85.01,65.49
2024-10-29,346,66.6,96.83,66.6,49.1
2024-10-30,345,74.4,98.33,74.4,68.37
2024-10-31,344,91.53,100.0,91.53,58.29
2024-11-01,343,70.78,94.44,70.78,63.72
2024-11-02,342,65.34,92.45,86.58,70.83
2024-11-03,341,67.7,100.0,67.7,58.22
2024-11-04,340,82.57,98.11,82.57,84.06
2024-11-05,339,90.89,100.0,90.89,78.96
2024-11-06,338,71.21,96.08,71.21,59.27
2024-11-07,337,102.35,100.0,102.35,94.48
2024-11-08,336,71.39,100.0,71.39,52.0
2024-11-09,335,85.69,100.0,85.69,69.87
2024-11-10,334,71.09,92.73,71.09,64.17
2024-11-11,333,87.96,96.55,87.96,71.14
2024-11-12,332,115.71,100.0,115.71,58.08
2024-11-13,331,80.36,98.04,80.36,60.85
2024-11-14,330,89.53,100.0,89.53,75.43
2024-11-15,329,79.11,100.0,79.11,68.76
2024-11-16,328,92.29,100.0,92.29,77.79
2024-11-17,327,98.17,100.0,98.17,63.81
2024-11-18,326,59.54,92.86,68.23,51.29
2024-11-19,325,101.01,100.0,101.01,78.42
2024-11-20,324,77.89,98.25,77.89,75.58
2024-11-21,323,98.58,100.0,98.58,74.41
2024-11-22,322,61.18,97.92,61.18,38.1
2024-11-23,321,98.45,96.23,98.45,51.76
2024-11-24,320,74.27,92.73,85.58,46.03
2024-11-25,319,78.99,95.74,78.99,75.32
2024-11-26,318,88.86,100.0,88.86,57.88
2024-11-27,317,108.91,100.0,108.91,76.62
2024-11-28,316,82.32,97.92,91.89,69.38
2024-11-29,315,113.09,100.0,113.09,85.38
2024-11-30,314,92.34,97.87,92.34,79.95
2024-12-01,313,85.99,95.74,85.99,45.21
2024-12-02,312,94.58,90.57,105.09,75.86
2024-12-03,311,92.99,94.55,92.99,77.91
2024-12-04,310,109.36,100.0,109.36,78.06
2024-12-05,309,90.03,98.0,90.03,75.86
2024-12-06,308,70.26,94.12,70.26,48.84
2024-12-07,307,93.32,100.0,93.32,87.07
2024-12-08,306,92.58,100.0,92.58,81.84
2024-12-09,305,100.82,100.0,100.82,82.9
2024-12-10,304,93.82,100.0,93.82,68.52
2024-12-11,303,83.8,93.33,91.98,82.06
2024-12-12,302,96.63,93.75,110.44,64.65
2024-12-13,301,77.19,91.84,87.96,82.65
2024-12-14,300,86.83,100.0,86.83,52.65
2024-12-15,299,96.48,100.0,96.48,82.87
2024-12-16,298,88.86,100.0,88.86,61.02
2024-12-17,297,92.37,96.08,98.15,68.27
2024-12-18,296,90.93,96.23,107.09,79.27
2024-12-19,295,90.27,95.0,90.27,85.03
2024-12-20,294,99.53,100.0,99.53,90.92
2024-12-21,293,72.77,100.0,72.77,68.14
2024-12-22,292,98.89,100.0,98.89,63.47
2024-12-23,291,99.66,94.34,117.38,72.72
2024-12-24,290,81.59,95.56,89.55,57.75
2024-12-25,289,76.31,91.53,76.31,66.19
2024-12-26,288,72.36,94.34,85.22,67.16
2024-12-27,287,101.82,97.96,101.82,65.01
2024-12-28,286,80.55,94.64,80.55,58.85
2024-12-29,285,90.69,96.08,90.69,60.03
2024-12-30,284,90.64,90.38,104.74,88.24
2024-12-31,283,101.03,100.0,101.03,66.37
2025-01-01,282,88.29,100.0,88.29,66.31
2025-01-02,281,94.48,91.84,107.97,63.0
2025-01-03,280,114.61,100.0,114.61,69.0
2025-01-04,279,120.68,100.0,120.68,59.75
2025-01-05,278,89.4,90.57,106.03,64.26
2025-01-06,277,85.98,89.58,121.38,85.8
2025-01-07,276,81.43,76.19,102.44,77.55
2025-01-08,275,99.58,100.0,99.58,56.2
2025-01-09,274,94.36,94.44,106.41,67.91
2025-01-10,273,102.82,95.83,117.51,72.58
2025-01-11,272,113.82,96.08,126.2,93.23
2025-01-12,271,94.69,100.0,94.69,61.55
2025-01-13,270,75.22,81.48,104.15,63.53
2025-01-14,269,73.37,98.18,73.37,49.41
2025-01-15,268,85.97,100.0,85.97,63.93
2025-01-16,267,70.26,93.44,70.26,61.27
2025-01-17,266,68.04,90.91,76.73,47.02
2025-01-18,265,73.78,98.15,73.78,58.55
2025-01-19,264,83.36,100.0,83.36,72.9
2025-01-20,263,85.49,98.11,85.49,56.72
2025-01-21,262,83.37,100.0,83.37,66.91
2025-01-22,261,77.71,96.92,77.71,74.44
2025-01-23,260,75.26,100.0,75.26,67.92
2025-01-24,259,84.8,96.61,84.8,58.65
2025-01-25,258,63.62,97.87,63.62,59.28
2025-01-26,257,102.24,100.0,102.24,85.02
2025-01-27,256,77.09,92.45,77.09,64.49
2025-01-28,255,100.14,90.7,110.41,90.85
2025-01-29,254,78.57,100.0,78.57,69.88
2025-01-30,253,68.62,93.62,79.18,69.62
2025-01-31,252,91.81,95.56,91.81,71.46
2025-02-01,251,84.8,90.0,94.66,62.28
2025-02-02,250,82.6,94.55,91.21,83.44
2025-02-03,249,100.57,100.0,100.57,57.44
2025-02-04,248,117.01,94.12,132.62,82.54
2025-02-05,247,115.51,100.0,115.51,60.8
2025-02-06,246,73.78,79.17,107.31,69.38
2025-02-07,245,70.37,85.45,87.53,61.83
2025-02-08,244,97.86,100.0,97.86,74.43
2025-02-09,243,83.77,96.67,83.77,74.51
2025-02-10,242,90.94,92.98,90.94,63.8
2025-02-11,241,98.25,100.0,98.25,65.09
2025-02-12,240,76.3,100.0,76.3,53.74
2025-02-13,239,93.01,97.87,93.01,77.91
2025-02-14,238,87.01,98.25,87.01,60.6
2025-02-15,237,79.98,92.86,93.89,74.55
2025-02-16,236,72.67,96.36,72.67,64.35
2025-02-17,235,89.92,100.0,89.92,58.67
2025-02-18,234,88.73,100.0,88.73,77.24
2025-02-19,233,100.56,100.0,100.56,85.53
2025-02-20,232,85.51,95.16,95.01,65.41
2025-02-21,231,111.2,100.0,111.2,76.34
2025-02-22,230,86.95,92.98,93.64,62.59
2025-02-23,229,72.53,93.88,72.53,50.96
2025-02-24,228,87.9,100.0,87.9,55.76
2025-02-25,227,72.64,98.11,72.64,74.23
2025-02-26,226,58.68,87.5,58.68,54.55
2025-02-27,225,96.56,91.84,108.06,68.06
2025-02-28,224,95.4,92.31,95.4,68.4
2025-03-01,223,105.77,95.35,113.7,85.76
2025-03-02,222,112.73,95.74,123.21,87.11
2025-03-03,221,96.54,95.92,107.76,63.68
2025-03-04,220,89.91,93.75,102.01,69.18
2025-03-05,219,111.37,100.0,111.37,82.14
2025-03-06,218,97.13,100.0,97.13,79.64
2025-03-07,217,98.11,92.31,110.91,83.9
2025-03-08,216,120.66,96.08,133.77,87.71
2025-03-09,215,130.7,100.0,130.7,78.55
2025-03-10,214,97.7,97.62,97.7,58.79
2025-03-11,213,124.01,100.0,124.01,71.33
2025-03-12,212,100.45,95.74,107.3,65.11
2025-03-13,211,91.06,96.23,91.06,51.94
2025-03-14,210,82.33,87.23,113.8,85.85
2025-03-15,209,104.64,95.92,104.64,62.33
2025-03-16,208,113.62,94.12,125.97,80.48
2025-03-17,207,111.8,97.87,111.8,77.66
2025-03-18,206,112.35,98.28,112.35,62.01
2025-03-19,205,109.87,100.0,109.87,85.2
2025-03-20,204,117.43,100.0,117.43,68.42
2025-03-21,203,110.48,95.92,120.3,85.86
2025-03-22,202,93.05,87.5,127.61,91.42
2025-03-23,201,94.44,92.73,108.21,61.28
2025-03-24,200,109.18,100.0,109.18,86.22
2025-03-25,199,94.24,93.62,113.57,82.26
2025-03-26,198,112.31,100.0,112.31,89.96
2025-03-27,197,103.28,98.04,103.28,60.03
2025-03-28,196,110.13,100.0,110.13,86.8
2025-03-29,195,106.96,94.12,123.98,91.11
2025-03-30,194,95.68,97.78,95.68,60.96
2025-03-31,193,114.88,100.0,114.88,83.32
2025-04-01,192,102.16,96.23,117.7,69.76
2025-04-02,191,84.11,96.08,89.37,79.89
2025-04-03,190,95.51,86.36,113.58,82.14
2025-04-04,189,94.36,90.74,108.41,88.9
2025-04-05,188,92.89,93.18,107.56,80.12
2025-04-06,187,107.92,100.0,107.92,68.85
2025-04-07,186,98.18,96.0,114.16,62.92
2025-04-08,185,103.34,98.0,103.34,76.83
2025-04-09,184,118.71,100.0,118.71,80.45
2025-04-10,183,87.37,91.67,99.85,86.65
2025-04-11,182,116.83,100.0,116.83,57.96
2025-04-12,181,99.46,98.04,99.46,70.62
2025-04-13,180,106.87,93.88,106.87,50.9
2025-04-14,179,102.79,100.0,102.79,61.36
2025-04-15,178,106.23,93.62,128.02,79.15
2025-04-16,177,114.99,100.0,114.99,91.5
2025-04-17,176,94.7,91.3,111.7,77.27
2025-04-18,175,94.16,92.31,106.44,72.45
2025-04-19,174,113.83,94.12,135.01,89.11
2025-04-20,173,113.73,91.49,130.78,50.38
2025-04-21,172,101.58,85.09,125.57,74.21
2025-04-22,171,129.52,97.67,137.52,86.54
2025-04-23,170,112.75,93.25,126.35,74.22
2025-04-24,169,112.79,95.97,112.79,74.94
2025-04-25,168,110.38,89.87,124.78,80.13
2025-04-26,167,115.18,94.34,122.38,76.18
2025-04-27,166,87.95,85.92,109.54,77.22
2025-04-28,165,111.96,94.7,115.96,78.4
2025-04-29,164,96.79,92.86,108.79,73.85
2025-04-30,163,111.94,90.85,128.74,81.27
2025-05-01,162,65.47,85.96,65.47,35.76
2025-05-02,161,111.61,93.75,124.59,86.77
2025-05-03,160,117.55,100.0,117.55,67.61
2025-05-04,159,109.91,91.84,125.25,83.99
2025-05-05,158,120.56,100.0,120.56,84.77
2025-05-06,157,125.9,95.74,137.61,59.32
2025-05-07,156,118.93,100.0,118.93,91.53
2025-05-08,155,85.0,93.62,95.12,79.24
2025-05-09,154,108.99,98.25,108.99,74.65
2025-05-10,153,114.86,100.0,114.86,83.07
2025-05-11,152,101.03,94.74,108.65,75.95
2025-05-12,151,109.45,100.0,109.45,78.16
2025-05-13,150,109.83,100.0,109.83,85.0
2025-05-14,149,117.45,96.08,117.45,57.21
2025-05-15,148,98.81,100.0,98.81,60.83
2025-05-16,147,98.85,93.88,107.63,64.37
2025-05-17,146,100.58,89.8,126.37,90.87
2025-05-18,145,103.13,96.15,103.13,77.57
2025-05-19,144,108.07,95.92,120.35,91.06
2025-05-20,143,124.19,100.0,124.19,85.29
2025-05-21,142,97.14,96.23,97.14,51.76
2025-05-22,141,112.23,100.0,112.23,84.67
2025-05-23,140,111.3,100.0,111.3,46.8
2025-05-24,139,109.63,100.0,109.63,65.8
2025-05-25,138,115.85,100.0,115.85,86.3
2025-05-26,137,129.21,100.0,129.21,93.1
2025-05-27,136,98.45,89.36,125.06,82.65
2025-05-28,135,107.18,90.91,107.18,78.68
2025-05-29,134,87.92,94.0,102.23,84.47
2025-05-30,133,99.91,95.65,99.91,57.0
2025-05-31,132,112.13,97.62,120.75,62.67
2025-06-01,131,114.46,100.0,114.46,85.26
2025-06-02,130,138.13,100.0,138.13,89.31
2025-06-03,129,114.2,97.87,114.2,54.7
2025-06-04,128,108.14,100.0,108.14,54.97
2025-06-05,127,102.58,95.45,107.47,85.19
2025-06-06,126,127.41,100.0,127.41,82.98
2025-06-07,125,108.62,100.0,108.62,83.67
2025-06-08,124,122.77,100.0,122.77,76.69
2025-06-09,123,100.63,100.0,100.63,76.63
2025-06-10,122,106.47,100.0,106.47,69.24
2025-06-11,121,101.33,93.88,115.47,64.37
2025-06-12,120,103.36,100.0,103.36,74.34
2025-06-13,119,97.58,96.23,117.54,69.06
2025-06-14,118,118.51,100.0,118.51,86.8
2025-06-15,117,132.22,100.0,132.22,61.55
2025-06-16,116,111.98,100.0,111.98,89.46
2025-06-17,115,120.39,100.0,120.39,71.03
2025-06-18,114,103.65,98.21,103.65,77.84
2025-06-19,113,107.14,92.45,129.06,77.09
2025-06-20,112,127.32,100.0,127.32,73.91
2025-06-21,111,102.23,100.0,102.23,74.81
2025-06-22,110,105.77,100.0,105.77,75.91
2025-06-23,109,92.84,89.09,109.72,73.89
2025-06-24,108,95.13,91.11,109.76,83.74
2025-06-25,107,101.62,89.8,121.45,83.27
2025-06-26,106,105.4,97.83,115.43,87.5
2025-06-27,105,92.3,88.68,104.34,91.7
2025-06-28,104,126.76,100.0,126.76,63.59
2025-06-29,103,97.22,95.56,109.37,73.62
2025-06-30,102,87.57,89.58,116.76,87.31
2025-07-01,101,99.3,91.07,126.38,71.21
2025-07-02,100,89.02,92.59,89.02,65.97
2025-07-03,99,112.9,93.62,132.66,70.22
2025-07-04,98,118.57,100.0,118.57,58.6
2025-07-05,97,103.58,90.0,126.32,80.57
2025-07-06,96,97.69,100.0,97.69,72.55
2025-07-07,95,115.56,100.0,115.56,85.88
2025-07-08,94,118.39,94.44,133.19,82.19
2025-07-09,93,98.94,92.0,109.94,72.58
2025-07-10,92,125.0,100.0,125.0,81.83
2025-07-11,91,103.5,96.0,103.5,78.35
2025-07-12,90,97.65,92.59,105.79,72.92
2025-07-13,89,108.18,94.64,118.78,80.73
2025-07-14,88,100.43,97.67,100.43,52.81
2025-07-15,87,108.68,100.0,108.68,86.85
2025-07-16,86,120.01,98.15,120.01,59.96
2025-07-17,85,95.28,95.83,108.89,76.06
2025-07-18,84,139.44,100.0,139.44,92.47
2025-07-19,83,95.67,94.64,95.67,65.95
2025-07-20,82,102.41,93.33,115.21,76.44
2025-07-21,81,98.92,95.56,111.29,76.01
2025-07-22,80,133.64,100.0,133.64,93.16
2025-07-23,79,113.8,93.33,128.02,71.03
2025-07-24,78,103.3,91.07,120.51,90.83
2025-07-25,77,93.96,93.02,112.23,91.49
2025-07-26,76,118.76,100.0,118.76,73.18
2025-07-27,75,121.03,100.0,121.03,90.96
2025-07-28,74,99.37,94.0,110.42,72.58
2025-07-29,73,109.09,95.56,125.88,68.58
2025-07-30,72,92.04,93.26,99.89,75.39
2025-07-31,71,100.15,95.35,113.32,88.41
2025-08-01,70,107.06,100.0,107.06,85.21
2025-08-02,69,120.21,100.0,120.21,83.3
2025-08-03,68,150.68,100.0,150.68,83.65
2025-08-04,67,112.14,95.92,127.79,85.51
2025-08-05,66,122.56,100.0,122.56,68.38
2025-08-06,65,120.71,93.62,135.08,64.03
2025-08-07,64,111.08,100.0,111.08,64.4
2025-08-08,63,104.99,100.0,104.99,73.0
2025-08-09,62,118.84,100.0,118.84,59.82
2025-08-10,61,89.79,93.75,98.14,60.95
2025-08-11,60,94.77,97.96,94.77,50.03
2025-08-12,59,110.51,100.0,110.51,62.51
2025-08-13,58,103.74,93.88,115.53,62.33
2025-08-14,57,111.21,95.65,111.21,75.65
2025-08-15,56,107.27,96.15,116.21,66.92
2025-08-16,55,99.83,94.23,99.83,69.98
2025-08-17,54,102.02,95.92,121.93,90.39
2025-08-18,53,95.01,100.0,95.01,80.8
2025-08-19,52,108.14,100.0,108.14,73.16
2025-08-20,51,114.98,100.0,114.98,81.53
2025-08-21,50,108.2,95.65,115.75,89.49
2025-08-22,49,122.93,100.0,122.93,75.79
2025-08-23,48,113.25,100.0,113.25,59.84
2025-08-24,47,101.23,97.67,101.23,72.22
2025-08-25,46,130.89,100.0,130.89,85.84
2025-08-26,45,91.74,94.23,102.16,66.74
2025-08-27,44,108.89,94.0,120.99,85.18
2025-08-28,43,102.24,97.92,102.24,73.21
2025-08-29,42,113.3,100.0,113.3,78.79
2025-08-30,41,107.22,100.0,107.22,62.06
2025-08-31,40,102.14,97.96,102.14,78.42
2025-09-01,39,101.91,92.31,124.2,89.56
2025-09-02,38,97.15,100.0,97.15,75.6
2025-09-03,37,104.31,100.0,104.31,91.23
2025-09-04,36,104.32,97.62,115.3,69.33
2025-09-05,35,111.79,100.0,111.79,70.5
2025-09-06,34,109.21,100.0,109.21,82.94
2025-09-07,33,103.36,94.44,116.28,79.18
2025-09-08,32,121.47,100.0,121.47,90.01
2025-09-09,31,105.28,93.75,120.32,93.66
2025-09-10,30,81.1,87.76,93.27,76.63
2025-09-11,29,117.05,95.24,129.37,95.86
2025-09-12,28,90.52,90.91,124.46,65.99
2025-09-13,27,101.2,95.92,112.7,67.29
2025-09-14,26,110.44,98.04,110.44,58.3
2025-09-15,25,109.92,93.48,120.39,85.89
2025-09-16,24,112.24,100.0,112.24,73.47
2025-09-17,23,122.49,100.0,122.49,92.66
2025-09-18,22,99.32,100.0,99.32,71.98
2025-09-19,21,106.42,95.65,122.38,78.57
2025-09-20,20,109.51,100.0,109.51,73.47
2025-09-21,19,97.43,91.07,111.35,58.84
2025-09-22,18,116.06,94.0,131.89,87.94
2025-09-23,17,106.56,100.0,106.56,65.77
2025-09-24,16,103.19,97.83,107.88,57.0
2025-09-25,15,106.96,95.45,127.2,61.05
2025-09-26,14,122.01,100.0,122.01,78.72
2025-09-27,13,117.79,100.0,117.79,66.26
2025-09-28,12,118.02,95.83,125.89,74.72
2025-09-29,11,101.94,100.0,101.94,92.23
2025-09-30,10,109.99,100.0,109.99,86.76
2025-10-01,9,105.14,93.75,120.16,90.11
2025-10-02,8,104.92,96.15,124.0,56.53
2025-10-03,7,99.43,96.08,99.43,77.59
2025-10-04,6,114.05,100.0,114.05,89.9
2025-10-05,5,127.04,100.0,127.04,83.92
2025-10-06,4,105.64,100.0,105.64,82.16
2025-10-07,3,103.97,100.0,103.97,55.57
2025-10-08,2,95.76,92.31,121.45,59.69
2025-10-09,1,93.46,92.31,103.85,66.42
